Name,Description,50% missing,Type,Nesting,Categories,Encoding,Data.coding,Number.of.categories,Processing,Observations,Flags
20200,Value wanted,0,Nominal,0,Cognitive function follow-up,,,,ask Gwen,"Related fields: 20196, 20198, 20200 and  20231",
20229,Value entered,0,Nominal,0,Cognitive function follow-up,,,,,"Related fields: 20196, 20198, 20200 and  20232",
20229,Value entered,0,Nominal,0,Cognitive function follow-up,,,,ask Gwen,"Related fields: 20196, 20198, 20200 and  20232",
20230,Duration to entering value,0,Continuous,20229,Cognitive function follow-up,,,,,,
20240,Maximum digits remembered correctly,0,Integer,0,Cognitive function follow-up,,,,,Related to field 4282,
20244,Pairs matching completion status,0,Ordinal,0,Cognitive function follow-up,,,,,,
20244,Pairs matching completion status,0,Ordinal,0,Cognitive function follow-up,Nested,498,3,None,,Review
20246,Trail making completion status,0,Nominal,0,Cognitive function follow-up,,,,,Should this be Ordinal instead?,
20246,Trail making completion status,0,Nominal,0,Cognitive function follow-up,no missing values encoded,479,4,ask Gwen,Should this be Ordinal instead?,
20247,Total errors traversing numeric path (trail #1),1,Integer,0,Cognitive function follow-up,,,,,"Related fields: 20149, 20156, 20247",
20248,Total errors traversing alphanumeric path (trail #2),1,Integer,0,Cognitive function follow-up,,,,,"Related fields: 20155, 20157, 20248",
21001,Body mass index (BMI),0,Continuous,0,Physical measures,,,,,Uses 50 and 21002 for calculation,
21002,Weight,0,Continuous,0,Physical measures,,,,,Use in preference of 12143,
21021,Pulse wave Arterial Stiffness index,0,Continuous,0,Physical measures,,,,,,
22420,LV ejection fraction,0,Continuous,20209,Heart MRI,,,,,,
22421,LV end diastolic volume,0,Continuous,20209,Heart MRI,,,,,,
22422,LV end systolic volume,0,Continuous,0,Heart MRI,,,,,,
22423,LV stroke volume,0,Continuous,0,Heart MRI,,,,,,
22424,Cardiac output,0,Continuous,0,Heart MRI,,,,,,
22425,Cardiac index,0,Continuous,0,Heart MRI,,,,,,
22426,Average heart rate,0,Integer,0,Heart MRI,,,,,,
22427,Body surface area,0,Continuous,0,Heart MRI,,,,,,
22501,Year ended full time education,0,Integer,0,Work environment,,,,,"Mixed items: Don't know, never went to school and prefer not to answer.",
22506,Tobacco smoking,0,Ordinal,22508,Medical information,,,,,N = prefer not to answer + not smoker (question is actually if the person is currently a smoker),
22506,Tobacco smoking,0,Ordinal,22508,Medical information,Nested,496,4,Subtract 111 and remove negatives,N = prefer not to answer + not smoker (question is actually if the person is currently a smoker),Review
22507,Age of stopping smoking,1,Integer,22506,Medical information,,,,,Encoding implies N == None,
22599,Number of jobs held,0,Integer,22601,Employment history,,,,,Encoding implies N == None,Review
22605,Work hours per week - exact value,1,Integer,22601,Employment history,,,,,Encoding implies N == None,Review
22620,Job involved shift work,0,Binary,22601,Employment history,,,,,Encoding implies N == None,Review
23099,Body fat percentage,0,Continuous,0,Physical measures,,,,,,
23100,Whole body fat mass,0,Continuous,0,Physical measures,,,,,,
23101,Whole body fat-free mass,0,Continuous,0,Physical measures,,,,,,
23102,Whole body water mass,0,Continuous,0,Physical measures,,,,,,
23105,Basal metabolic rate,0,Continuous,0,Physical measures,,,,,,
23106,Impedance of whole body,0,Continuous,0,Physical measures,,,,,,
23107,Impedance of leg (right),0,Continuous,0,Physical measures,,,,,,
23108, Impedance of leg (left),0,Continuous,0,Physical measures,,,,,,
23109,Impedance of arm (right),0,Continuous,0,Physical measures,,,,,,
23110,Impedance of arm (left),0,Continuous,0,Physical measures,,,,,,
23111,Leg fat percentage (right),0,Continuous,0,Physical measures,,,,,,
23112,Leg fat mass (right),0,Continuous,0,Physical measures,,,,,,
23113,Leg fat-free mass (right),0,Continuous,0,Physical measures,,,,,,
23114,Leg predicted mass (right),0,Continuous,0,Physical measures,,,,,,
23115,Leg fat percentage (left),0,Continuous,0,Physical measures,,,,,,
23116,Leg fat mass (left),0,Continuous,0,Physical measures,,,,,,
23117,Leg fat-free mass (left),0,Continuous,0,Physical measures,,,,,,
23118,Leg predicted mass (left),0,Continuous,0,Physical measures,,,,,,
23119,Arm fat percentage (right),0,Continuous,0,Physical measures,,,,,,
23120,Arm fat mass (right),0,Continuous,0,Physical measures,,,,,,
23121,Arm fat-free mass (right),0,Continuous,0,Physical measures,,,,,,
23122,Arm predicted mass (right),0,Continuous,0,Physical measures,,,,,,
23123,Arm fat percentage (left),0,Continuous,0,Physical measures,,,,,,
23124,Arm fat mass (left),0,Continuous,0,Physical measures,,,,,,
23125,Arm fat-free mass (left),0,Continuous,0,Physical measures,,,,,,
23126,Arm predicted mass (left),0,Continuous,0,Physical measures,,,,,,
23127,Trunk fat percentage,0,Continuous,0,Physical measures,,,,,,
23128,Trunk fat mass,0,Continuous,0,Physical measures,,,,,,
23129,Trunk fat-free mass,0,Continuous,0,Physical measures,,,,,,
23130,Trunk predicted mass,0,Continuous,0,Physical measures,,,,,,
23200,L1-L4 area,0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23201,L1-L4 average height,0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23202,L1-L4 average width,0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23203,L1-L4 BMC (bone mineral content),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23204,L1-L4 BMD (bone mineral density),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23205,L1-L4 BMD (bone mineral density) T-score,0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23206,Femur lower neck BMD (bone mineral density) (right),1,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23208,Femur neck BMD (bone mineral density) (right),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23209,Femur neck BMD (bone mineral density) (right),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23210,Femur shaft BMD (bone mineral density) (right),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23212,Femur total BMD (bone mineral density) (right),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23213,Femur total BMD (bone mineral density) T-score (right),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23214,Femur troch BMD (bone mineral density) (right),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23215,Femur troch BMD (bone mineral density) T-score (right),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23216,Femur upper neck BMD (bone mineral density) (right),1,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23217,Femur upper neck BMD (bone mineral density) T-score (right),1,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23218,Femur wards BMD (bone mineral density) (right),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23219,Femur wards BMD (bone mineral density) T-score (right),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23220,Arm BMC (bone mineral content) (left),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23221,Arm BMD (bone mineral density) (left),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23222,Arm BMC (bone mineral content) (right),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23223,Arm BMD (bone mineral density) (right),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23224,Arms BMC (bone mineral content),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23225,Arms BMD (bone mineral density),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23226,Head BMD (bone mineral density),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23227,Leg BMD (bone mineral density) (left),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23228,Leg BMC (bone mineral content) (right),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23229,Leg BMD (bone mineral density) (right),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23230,Legs BMC (bone mineral content),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23231,Legs BMD (bone mineral density),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23232,Pelvis BMD (bone mineral density),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23233,Ribs BMD (bone mineral density),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23234,Spine BMD (bone mineral density),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23235,Total BMC (bone mineral content),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23236,Total BMD (bone mineral density),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23237,Total BMD (bone mineral density) (left),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23238,Total BMD (bone mineral density) (right),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23239,Total BMD (bone mineral density) T-score,0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23240,Trunk BMC (bone mineral content),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23241,Trunk BMD (bone mineral density),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23242,Trunk BMD (bone mineral density) (left),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23243,Trunk BMD (bone mineral density) (right),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23244,Android bone mass,0,Continuous,0,Body composition by DXA,,,,,,
23245,Android fat mass,0,Continuous,0,Body composition by DXA,,,,,,
23246,Android lean mass,0,Continuous,0,Body composition by DXA,,,,,,
23247,Android tissue fat percentage,0,Continuous,0,Body composition by DXA,,,,,,
23248,Android total mass,0,Continuous,0,Body composition by DXA,,,,,,
23249,Arm fat mass (left),0,Continuous,0,Body composition by DXA,,,,,,
23250,Arm lean mass (left),0,Continuous,0,Body composition by DXA,,,,,,
23251,Arm tissue fat percentage (left),0,Continuous,0,Body composition by DXA,,,,,,
23252,Arm total mass (left),0,Continuous,0,Body composition by DXA,,,,,,
23253,Arm fat mass (right),0,Continuous,0,Body composition by DXA,,,,,,
23254,Arm lean mass (right),0,Continuous,0,Body composition by DXA,,,,,,
23255,Arm tissue fat percentage (right),0,Continuous,0,Body composition by DXA,,,,,,
23256,Arm total mass (right),0,Continuous,0,Body composition by DXA,,,,,,
23257,Arms fat mass,0,Continuous,0,Body composition by DXA,,,,,,
23258,Arms lean mass,0,Continuous,0,Body composition by DXA,,,,,,
23259,Arms tissue fat percentage,0,Continuous,0,Body composition by DXA,,,,,,
23260,Arms total mass,0,Continuous,0,Body composition by DXA,,,,,,
23261,Gynoid bone mass,0,Continuous,0,Body composition by DXA,,,,,,
23262,Gynoid fat mass,0,Continuous,0,Body composition by DXA,,,,,,
23263,Gynoid lean mass,0,Continuous,0,Body composition by DXA,,,,,,
23264,Gynoid tissue fat percentage,0,Continuous,0,Body composition by DXA,,,,,,
23265,Gynoid total mass,0,Continuous,0,Body composition by DXA,,,,,,
23266,Leg fat mass (left),0,Continuous,0,Body composition by DXA,,,,,,
23267,Leg lean mass (left),0,Continuous,0,Body composition by DXA,,,,,,
23268,Leg tissue fat percentage (left),0,Continuous,0,Body composition by DXA,,,,,,
23269,Leg total mass (left),0,Continuous,0,Body composition by DXA,,,,,,
23270,Leg fat mass (right),0,Continuous,0,Body composition by DXA,,,,,,
23271,Leg lean mass (right),0,Continuous,0,Body composition by DXA,,,,,,
23272,Leg tissue fat percentage (right),0,Continuous,0,Body composition by DXA,,,,,,
23273,Leg total mass (right),0,Continuous,0,Body composition by DXA,,,,,,
23274,Legs fat mass,0,Continuous,0,Body composition by DXA,,,,,,
23275,Legs lean mass,0,Continuous,0,Body composition by DXA,,,,,,
23276,Legs tissue fat percentage,0,Continuous,0,Body composition by DXA,,,,,,
23277,Legs total mass,0,Continuous,0,Body composition by DXA,,,,,,
23278,Total fat mass,0,Continuous,0,Body composition by DXA,,,,,,
23279,Total fat-free mass,0,Continuous,0,Body composition by DXA,,,,,,
23280,Total lean mass,0,Continuous,0,Body composition by DXA,,,,,,
23281,Total tissue fat percentage,0,Continuous,0,Body composition by DXA,,,,,,
23282,Total tissue mass,0,Continuous,0,Body composition by DXA,,,,,,
23283,Total mass,0,Continuous,0,Body composition by DXA,,,,,,
23284,Trunk fat mass,0,Continuous,0,Body composition by DXA,,,,,,
23285,Trunk lean mass,0,Continuous,0,Body composition by DXA,,,,,,
23286,Trunk tissue fat percentage,0,Continuous,0,Body composition by DXA,,,,,,
23287,Trunk total mass,0,Continuous,0,Body composition by DXA,,,,,,
23288,VAT (visceral adipose tissue) mass,0,Continuous,0,Body composition by DXA,,,,,,
23290,Femur shaft BMD (bone mineral density) (left),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23291,Femur total BMD (bone mineral density) (left),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23292,Femur upper neck BMD (bone mineral density) (left),1,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23293,Femur total BMD (bone mineral density) T-score (left),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23295,Femur troch BMD (bone mineral density) (left),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23296,Femur upper neck BMD (bone mineral density) T-score (left),1,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23297,Femur wards BMD (bone mineral density) (left),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23298,Femur troch BMD (bone mineral density) T-score (left),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23299,Femur neck BMD (bone mineral density) (left),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23300,Femur neck BMD (bone mineral density) T-score (left),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23301,Femur wards BMD (bone mineral density) T-score (left),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23302,Femur lower neck BMD (bone mineral density) (left),1,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23306,Head BMC (bone mineral content),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23308,Pelvis BMC (bone mineral content),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23310,Ribs BMC (bone mineral content),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23312,Spine BMC (bone mineral content),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23317,Arms combined bone area,0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23318,Legs combined bone area,0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
23320,Leg BMC (bone mineral content) (left),0,Continuous,0,"Bone size, mineral and density by DXA",,,,,,
30000,White blood cell (leukocyte) count,0,Continuous,0,Blood assays,,,,,,
30010,Red blood cell (erythrocyte) count,0,Continuous,0,Blood assays,,,,,,
30020,Haemoglobin concentration,0,Continuous,0,Blood assays,,,,,Unit: # / 1E9 L,
30030,Haematocrit percentage,0,Continuous,0,Blood assays,,,,,Unit: # / 1E9 L,
30040,Mean corpuscular volume,0,Continuous,0,Blood assays,,,,,,
30050,Mean corpuscular haemoglobin,0,Continuous,0,Blood assays,,,,,,
30060,Mean corpuscular haemoglobin concentration,0,Continuous,0,Blood assays,,,,,,
30070,Red blood cell (erythrocyte) distribution width,0,Continuous,0,Blood assays,,,,,,
30080,Platelet count,0,Continuous,0,Blood assays,,,,,Unit: # / 1E9 L,
30090,Platelet crit,0,Continuous,0,Blood assays,,,,,,
30100,Mean platelet (thrombocyte) volume,0,Continuous,0,Blood assays,,,,,,
30110,Platelet distribution width,0,Continuous,0,Blood assays,,,,,,
30120,Lymphocyte count,0,Continuous,0,Blood assays,,,,,Unit: # / 1E9 L,
30130,Monocyte count,0,Continuous,0,Blood assays,,,,,Unit: # / 1E9 L,
30140,Neutrophill count,0,Continuous,0,Blood assays,,,,,Unit: # / 1E9 L,
30150, Eosinophill count,0,Continuous,0,Blood assays,,,,,Unit: # / 1E9 L,
30160,Basophill count,0,Continuous,0,Blood assays,,,,,Unit: # / 1E9 L,
30180,Lymphocyte percentage,0,Continuous,0,Blood assays,,,,,,
30190,Monocyte percentage,0,Continuous,0,Blood assays,,,,,,
30200,Neutrophill percentage,0,Continuous,0,Blood assays,,,,,,
30210,Eosinophill percentage,0,Continuous,0,Blood assays,,,,,,
30220,Basophill percentage,0,Continuous,0,Blood assays,,,,,,
30230,Nucleated red blood cell percentage,1,Continuous,0,Blood assays,,,,,We found this is var30010 / var30000 * 10^-3,
30240,Reticulocyte percentage,0,Continuous,0,Blood assays,,,,,,
30250,Reticulocyte count,0,Continuous,0,Blood assays,,,,,Unit: # / 1E12 L,
30260,Mean reticulocyte volume,0,Continuous,0,Blood assays,,,,,,
30270,Mean sphered cell volume,0,Continuous,0,Blood assays,,,,,,
30280,Immature reticulocyte fraction,0,Continuous,0,Blood assays,,,,,,
30290,High light scatter reticulocyte percentage,0,Continuous,0,Blood assays,,,,,,
30300,High light scatter reticulocyte count,0,Continuous,0,Blood assays,,,,,Unit: # / 1E12 L,
100010,Portion size,0,Ordinal,0,Typical diet yesterday,,,,,,
100010,Portion size,0,Ordinal,0,Typical diet yesterday,None,100014,3,None,,
100020,Typical diet yesterday,0,Binary,0,Typical diet yesterday,,,,,,
100150,Drinking water intake,0,Ordinal,0,Hot/cold beverages yesterday,,,,,Encoding implies N == None,
100150,Drinking water intake,0,Ordinal,0,Hot/cold beverages yesterday,Nested,100006,7,"Make 600 as 6, make 555 as 1, decrement all by 1",Encoding implies N == None,
100190,Orange juice intake,1,Ordinal,0,Hot/cold beverages yesterday,,,,,Encoding implies N == None,
100190,Orange juice intake,1,Ordinal,0,Hot/cold beverages yesterday,Nested,100006,7,"Make 600 as 6, make 555 as 1, decrement all by 1",Encoding implies N == None,
100240,Coffee consumed,0,Binary,0,Hot/cold beverages yesterday,,,,,,
100250,Instant coffee intake,1,Ordinal,100240,Hot/cold beverages yesterday,,,,,Encoding implies N == None,
100250,Instant coffee intake,1,Ordinal,100240,Hot/cold beverages yesterday,Nested,100006,7,"Make 600 as 6, make 555 as 1, decrement all by 1",Encoding implies N == None,
100390,Tea consumed,0,Binary,0,Hot/cold beverages yesterday,,,,,,
100400,Standard tea intake,0,Ordinal,100390,Hot/cold beverages yesterday,,,,,Encoding implies N == None,
100400,Standard tea intake,0,Ordinal,100390,Hot/cold beverages yesterday,Nested,100007,6,Subtract 601,Encoding implies N == None,
100510,Other non-alcoholic drinks,0,Binary,0,Hot/cold beverages yesterday,,,,,,
100580,Alcohol consumed,0,Binary,0,Alcoholic beverages yesterday,,,,,,
100760,Breakfast cereal consumed,0,Binary,0,Cereal yesterday,,,,,,
100920,Type milk consumed,0,Nominal,0,Milk/eggs/cheee yesterday,,,,,,
100920,Type milk consumed,0,Nominal,0,Milk/eggs/cheee yesterday,no missing values encoded,100015,12,make dummies,,
100940,Bread consumed,0,Binary,0,Bread/pasta/rice yesterday,,,,,,
100950,Sliced bread intake,0,Ordinal,100940,Bread/pasta/rice yesterday,,,,,Encoding implies N == None,
100950,Sliced bread intake,0,Ordinal,100940,Bread/pasta/rice yesterday,Nested,100006,7,"Make 600 as 6, make 555 as 1, decrement all by 1",Encoding implies N == None,
101310,Number of bread slices with butter/margarine,1,Nominal,101300,Bread/pasta/rice yesterday,,,,,Encoding implies N == None,
101310,Number of bread slices with butter/margarine,1,Nominal,101300,Bread/pasta/rice yesterday,no missing values encoded,100006,7,make Ordinal by changing numbers,"555 is half,  1-1,2-2,3-3,4-4,5-5,600 is 6+ ",
102080,Yogurt/ice-cream consumers,0,Binary,0,Soup/scks/pastries yesterday,,,,,,
102090,Yogurt intake,1,Ordinal,102080,Soup/scks/pastries yesterday,,,,,Encoding implies N == None,
102090,Yogurt intake,1,Ordinal,102080,Soup/scks/pastries yesterday,Nested,100003,3,"Make 300 as 3, make 555 as 1, decrement all by 1",Encoding implies N == None,
102130,Dessert consumers,0,Binary,0,Soup/scks/pastries yesterday,,,,,,
102250,Sweet sck consumers,0,Binary,0,Soup/scks/pastries yesterday,,,,,,
102400,Savoury sck consumers,0,Binary,0,Soup/scks/pastries yesterday,,,,,,
102520,Soup consumers,0,Binary,0,Soup/scks/pastries yesterday,,,,,,
102700,Starchy food consumers,0,Binary,0,Soup/scks/pastries yesterday,,,,,,
102800,Cheese consumers,0,Binary,0,Milk/eggs/cheee yesterday,,,,,,
102820,Hard cheese intake,1,Ordinal,102800,Milk/eggs/cheee yesterday,,,,,,
102820,Hard cheese intake,1,Ordinal,102800,Milk/eggs/cheee yesterday,Nested,100003,3,"Make 300 as 3, make 555 as 1, decrement all by 1",,
102930,Egg consumers,0,Binary,0,Milk/eggs/cheee yesterday,,,,,,
103000,Meat consumers,0,Binary,0,Meat/fish yesterday,,,,,,
103120,Fat removed from meat,1,Nominal,0,Meat/fish yesterday,,,,,"Can be related to 103120, 103140",
103120,Fat removed from meat,1,Nominal,0,Meat/fish yesterday,222 and 313 are missing values,100008,3,make dummies or make Ordinal by changing numbers,"no=0,yes=1,varid=111, Can be related to 103120, 103140",
103140,Fish consumer,0,Binary,0,Meat/fish yesterday,,,,,,
103310,Spreads/sauces consumers,0,Binary,0,Spreads/sauces/cooking oils yesterday,,,,,,
103990,Vegetable consumers,0,Binary,0,Fruit/vegetables yesterday,,,,,,
104030,Boiled/baked potatoes intake,1,Ordinal,103990,Fruit/vegetables yesterday,,,,,Encoding implies N == None,
104030,Boiled/baked potatoes intake,1,Ordinal,103990,Fruit/vegetables yesterday,Nested,100017,5,"Make 444 as 0, 555 as 1, 1 as 2, 2 as 3 and 300 as 4",Encoding implies N == None,
104090,Side salad intake,1,Ordinal,103990,Fruit/vegetables yesterday,,,,,Encoding implies N == None,
104090,Side salad intake,1,Ordinal,103990,Fruit/vegetables yesterday,Nested,100017,5,"Make 444 as 0, 555 as 1, 1 as 2, 2 as 3 and 300 as 4",Encoding implies N == None,
104170,Carrot intake,1,Ordinal,103990,Fruit/vegetables yesterday,,,,,Encoding implies N == None,
104170,Carrot intake,1,Ordinal,103990,Fruit/vegetables yesterday,Nested,100017,5,"Make 444 as 0, 555 as 1, 1 as 2, 2 as 3 and 300 as 4",Encoding implies N == None,
104260,Onion intake,1,Ordinal,103990,Fruit/vegetables yesterday,,,,,Encoding implies N == None,
104260,Onion intake,1,Ordinal,103990,Fruit/vegetables yesterday,Nested,100017,5,"Make 444 as 0, 555 as 1, 1 as 2, 2 as 3 and 300 as 4",Encoding implies N == None,
104340,Fresh tomato intake,1,Ordinal,103990,Fruit/vegetables yesterday,,,,,Encoding implies N == None,
104340,Fresh tomato intake,1,Ordinal,103990,Fruit/vegetables yesterday,Nested,100017,5,"Make 444 as 0, 555 as 1, 1 as 2, 2 as 3 and 300 as 4",Encoding implies N == None,
104400,Fruit consumers,0,Binary,0,Fruit/vegetables yesterday,,,,,,
104450,Apple intake,1,Ordinal,104400,Fruit/vegetables yesterday,,,,,Encoding implies N == None,
104450,Apple intake,1,Ordinal,104400,Fruit/vegetables yesterday,Nested,100004,5,"Make 555 as 0, 400 as 4",Encoding implies N == None,
104460,Ba intake,1,Ordinal,104400,Fruit/vegetables yesterday,,,,,Encoding implies N == None,
104460,Ba intake,1,Ordinal,104400,Fruit/vegetables yesterday,Nested,100004,5,"Make 555 as 0, 400 as 4",Encoding implies N == None,
104670,Vitamin supplement user,0,Binary,0,Vitamin/mineral supplements yesterday,,,,,,
